CMPD_CHEMBLID,exp,smiles,inchi,selfies,iupac_name,exp_cat,target_2,target_5
CHEMBL831,3.24,CN1CCN(CC1)C2=Nc3ccccc3Oc4ccc(Cl)cc24,"InChI=1S/C18H18ClN3O/c1-21-8-10-22(11-9-21)18-14-12-13(19)6-7-16(14)23-17-5-3-2-4-15(17)20-18/h2-7,12H,8-11H2,1H3",[C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][S][Ring1][#Branch1],"8-chloro-6-(4-methylpiperazin-1-yl)benzo[b][1,5]benzoxazepine",large,1,4
CHEMBL126224,2.96,CN(C)CCCn1c2CCCCCCc2c3ccccc13,"InChI=1S/C19H28N2/c1-20(2)14-9-15-21-18-12-6-4-3-5-10-16(18)17-11-7-8-13-19(17)21/h7-8,11,13H,3-6,9-10,12,14-15H2,1-2H3",[C][N][Branch1][C][C][C][C][C][N][C][C][C][C][C][C][C][C][=Ring1][Branch2][C][=C][C][=C][C][=C][Ring1][#C][Ring1][=Branch1],"3-(6,7,8,9,10,11-hexahydrocycloocta[b]indol-5-yl)-n,n-dimethylpropan-1-amine",large,1,3
CHEMBL1431859,1.13,NC(=O)c1cccnc1Oc2ccccc2,"InChI=1S/C12H10N2O2/c13-11(15)10-7-4-8-14-12(10)16-9-5-2-1-3-6-9/h1-8H,(H2,13,15)",[N][C][=Branch1][C][=O][C][=C][C][=C][N][=C][Ring1][=Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1],2-(phenoxy)pyridine-3-carboxamide,medium,0,1
CHEMBL578061,4.06,N(c1ccccc1)c2ccnc(Nc3ccccc3)n2,"InChI=1S/C16H14N4/c1-3-7-13(8-4-1)18-15-11-12-17-16(20-15)19-14-9-5-2-6-10-14/h1-12H,(H2,17,18,19,20)",[N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=N][C][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][Ring1][=N],"n,n'-di(phenyl)pyrimidine-2,4-diamine",very large,1,4
CHEMBL289330,1.2,CCN1CCC[C@H]1CNC(=O)c2cc(Br)cc(OC)c2OC,"InChI=1S/C16H23BrN2O3/c1-4-19-7-5-6-12(19)10-18-16(20)13-8-11(17)9-14(21-2)15(13)22-3/h8-9,12H,4-7,10H2,1-3H3,(H,18,20)/t12-/m0/s1",[C][C][N][C][C][C][C@H1][Ring1][Branch1][C][N][C][=Branch1][C][=O][C][=C][C][Branch1][C][Br][=C][C][Branch1][Ring1][O][C][=C][Ring1][=Branch2][O][C],"5-bromo-n-[[(2s)-1-ethylpyrrolidin-2-yl]methyl]-2,3-dimethoxybenzamide",medium,0,1
CHEMBL494480,0.54,CCN(CC)C(=O)c1ccc(cc1)C2=CC3(CCNCC3)Oc4cccc(O)c24,"InChI=1S/C24H28N2O3/c1-3-26(4-2)23(28)18-10-8-17(9-11-18)19-16-24(12-14-25-15-13-24)29-21-7-5-6-20(27)22(19)21/h5-11,16,25,27H,3-4,12-15H2,1-2H3",[C][C][N][Branch1][Ring1][C][C][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][Branch1][Branch2][C][C][N][C][C][Ring1][=Branch1][O][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][S][Ring1][#Branch1],"n,n-diethyl-4-(5-hydroxyspiro[chromene-2,4'-piperidine]-4-yl)benzamide",small,0,0
CHEMBL317629,2.5,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3cccc(Cl)c3)n2)cc1,"InChI=1S/C21H24ClN5O2/c1-27(2)13-18(28)14-29-19-8-6-16(7-9-19)25-21-23-11-10-20(26-21)24-17-5-3-4-15(22)12-17/h3-12,18,28H,13-14H2,1-2H3,(H2,23,24,25,26)",[C][N][Branch1][C][C][C][C][Branch1][C][O][C][O][C][=C][C][=C][Branch2][Ring1][Branch2][N][C][=N][C][=C][C][Branch1][=N][N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][=N][Ring1][=C][C][=C][Ring2][Ring1][Branch1],1-[4-[[4-[(3-chlorophenyl)amino]pyrimidin-2-yl]amino]phenoxy]-3-dimethylaminopropan-2-ol,large,1,2
CHEMBL1568309,1.0,CC(=O)Nc1ccccc1C,"InChI=1S/C9H11NO/c1-7-5-3-4-6-9(7)10-8(2)11/h3-6H,1-2H3,(H,10,11)",[C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C],n-(2-methylphenyl)acetamide,medium,0,0
CHEMBL393384,1.83,Clc1ccc(OC2CCNCC2)cc1C(=O)NCC34CC5CC(CC(C5)C3)C4,"InChI=1S/C23H31ClN2O2/c24-21-2-1-19(28-18-3-5-25-6-4-18)10-20(21)22(27)26-14-23-11-15-7-16(12-23)9-17(8-15)13-23/h1-2,10,15-18,25H,3-9,11-14H2,(H,26,27)",[Cl][C][=C][C][=C][Branch1][#Branch2][O][C][C][C][N][C][C][Ring1][=Branch1][C][=C][Ring1][=N][C][=Branch1][C][=O][N][C][C][C][C][C][C][Branch1][O][C][C][Branch1][Ring2][C][Ring1][=Branch1][C][Ring1][=Branch2][C][Ring1][#Branch2],n-(1-adamantylmethyl)-2-chloro-5-piperidin-4-yloxybenzamide,medium,0,1
CHEMBL1429296,3.74,COc1ccccc1CN2C(C(=O)NC3CCC(C)CC3)c4ccccc4C2=O,"InChI=1S/C24H28N2O3/c1-16-11-13-18(14-12-16)25-23(27)22-19-8-4-5-9-20(19)24(28)26(22)15-17-7-3-6-10-21(17)29-2/h3-10,16,18,22H,11-15H2,1-2H3,(H,25,27)",[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][C][Branch1][P][C][=Branch1][C][=O][N][C][C][C][C][Branch1][C][C][C][C][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][Ring1][=O],2-[(2-methoxyphenyl)methyl]-n-(4-methylcyclohexyl)-3-oxo-1h-isoindole-1-carboxamide,very large,1,4
CHEMBL402011,2.89,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc5ccccn5)c3)c12)C(=O)N(C)C,"InChI=1S/C26H25N7O2/c1-17(26(34)32(2)3)35-23-9-6-8-21-24(23)25(29-16-28-21)31-19-10-11-22-18(13-19)14-30-33(22)15-20-7-4-5-12-27-20/h4-14,16-17H,15H2,1-3H3,(H,28,29,31)/t17-/m1/s1",[C][C@@H1][Branch2][Ring2][=C][O][C][=C][C][=C][C][=N][C][=N][C][Branch2][Ring1][#Branch2][N][C][=C][C][=C][C][Branch1][#C][C][=N][N][Ring1][Branch1][C][C][=C][C][=C][C][=N][Ring1][=Branch1][=C][Ring1][S][=C][Ring2][Ring1][O][Ring2][Ring1][#Branch1][C][=Branch1][C][=O][N][Branch1][C][C][C],"(2r)-n,n-dimethyl-2-[4-[[1-(pyridin-2-ylmethyl)indazol-5-yl]amino]quinazolin-5-yl]oxypropanamide",large,1,3
CHEMBL227148,1.2,COCCNC(=O)c1cccc(CN2NC(=O)C3=C(C2=O)C(=O)c4ccc(Cl)cc4N3)c1,"InChI=1S/C22H19ClN4O5/c1-32-8-7-24-20(29)13-4-2-3-12(9-13)11-27-22(31)17-18(21(30)26-27)25-16-10-14(23)5-6-15(16)19(17)28/h2-6,9-10H,7-8,11H2,1H3,(H,24,29)(H,25,28)(H,26,30)",[C][O][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch2][Ring2][C][C][N][N][C][=Branch1][C][=O][C][=C][Branch1][Branch1][C][Ring1][#Branch1][=O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][N][Ring1][=C][=C][Ring2][Ring1][=Branch2],"3-[(7-chloro-1,4,10-trioxo-3,5-dihydropyridazino[4,5-b]quinolin-2-yl)methyl]-n-(2-methoxyethyl)benzamide",medium,0,1
CHEMBL1570112,3.5,CCn1c2ccccc2c3cc(NC(=O)C)ccc13,"InChI=1S/C16H16N2O/c1-3-18-15-7-5-4-6-13(15)14-10-12(17-11(2)19)8-9-16(14)18/h4-10H,3H2,1-2H3,(H,17,19)",[C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][Ring1][P][Ring1][#Branch2],n-(9-ethylcarbazol-3-yl)acetamide,very large,1,4
CHEMBL1917425,2.15,Cc1c(Sc2ccc(Cl)cc2)c3c(Cl)cccc3n1CC(=O)O,"InChI=1S/C17H13Cl2NO2S/c1-10-17(23-12-7-5-11(18)6-8-12)16-13(19)3-2-4-14(16)20(10)9-15(21)22/h2-8H,9H2,1H3,(H,21,22)",[C][C][=C][Branch1][=N][S][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][N][Ring2][Ring1][C][C][C][=Branch1][C][=O][O],2-[4-chloro-3-(4-chlorophenyl)sulfanyl-2-methylindol-1-yl]acetic acid,large,0,2
CHEMBL44326,3.7,Oc1cccc(c1)c2nc3ccc(O)cc3s2,"InChI=1S/C13H9NO2S/c15-9-3-1-2-8(6-9)13-14-11-5-4-10(16)7-12(11)17-13/h1-7,15-16H",[O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][S][Ring1][#Branch2],"2-(3-hydroxyphenyl)-1,3-benzothiazol-6-ol",very large,1,4
CHEMBL1917443,-0.08,Cc1ccc2c(c1)c(Sc3ccc(cc3)S(=O)(=O)C)c(C)n2CC(=O)O,"InChI=1S/C19H19NO4S2/c1-12-4-9-17-16(10-12)19(13(2)20(17)11-18(21)22)25-14-5-7-15(8-6-14)26(3,23)24/h4-10H,11H2,1-3H3,(H,21,22)",[C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch2][Ring1][Ring2][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][Branch1][C][C][N][Ring2][Ring1][C][C][C][=Branch1][C][=O][O],"2-[2,5-dimethyl-3-(4-methylsulfonylphenyl)sulfanylindol-1-yl]acetic acid",small,0,0
CHEMBL224769,3.52,Cc1ccc(cc1S(=O)(=O)n2ccc(n2)c3c(C)nc4ccc(Br)cn34)[N+](=O)[O-],"InChI=1S/C18H14BrN5O4S/c1-11-3-5-14(24(25)26)9-16(11)29(27,28)23-8-7-15(21-23)18-12(2)20-17-6-4-13(19)10-22(17)18/h3-10H,1-2H3",[C][C][=C][C][=C][Branch2][Ring2][Branch2][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][C][=Branch1][Ring2][=N][Ring1][Branch1][C][=C][Branch1][C][C][N][=C][C][=C][C][Branch1][C][Br][=C][N][Ring1][O][Ring1][#Branch1][N+1][=Branch1][C][=O][O-1],"6-bromo-2-methyl-3-[1-(2-methyl-5-nitrophenyl)sulfonylpyrazol-3-yl]imidazo[1,2-a]pyridine",very large,1,4
CHEMBL49,2.19,O=C1CC2(CCCC2)CC(=O)N1CCCCN3CCN(CC3)c4ncccn4,"InChI=1S/C21H31N5O2/c27-18-16-21(6-1-2-7-21)17-19(28)26(18)11-4-3-10-24-12-14-25(15-13-24)20-22-8-5-9-23-20/h5,8-9H,1-4,6-7,10-17H2",[O][=C][C][C][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C][C][=Branch1][C][=O][N][Ring1][O][C][C][C][C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=N][C][=C][C][=N][Ring1][=Branch1],"8-[4-(4-pyrimidin-2-ylpiperazin-1-yl)butyl]-8-azaspiro[4.5]decane-7,9-dione",large,0,2
CHEMBL12315,1.6,c1ccc2cnccc2c1,InChI=1S/C9H7N/c1-2-4-9-7-10-6-5-8(9)3-1/h1-7H,[C][=C][C][=C][C][=N][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2],isoquinoline,medium,0,1
CHEMBL509406,2.41,CC(C)n1c(C)ncc1c2nc(Nc3ccc(C(=O)NC4CCN(C)CC4)c(F)c3)ncc2F,"InChI=1S/C24H29F2N7O/c1-14(2)33-15(3)27-13-21(33)22-20(26)12-28-24(31-22)30-17-5-6-18(19(25)11-17)23(34)29-16-7-9-32(4)10-8-16/h5-6,11-14,16H,7-10H2,1-4H3,(H,29,34)(H,28,30,31)",[C][C][Branch1][C][C][N][C][Branch1][C][C][=N][C][=C][Ring1][=Branch1][C][=N][C][Branch2][Ring1][#C][N][C][=C][C][=C][Branch1][P][C][=Branch1][C][=O][N][C][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][C][Branch1][C][F][=C][Ring1][P][=N][C][=C][Ring2][Ring1][Branch2][F],2-fluoro-4-[[5-fluoro-4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-yl]amino]-n-(1-methylpiperidin-4-yl)benzamide,large,1,2
CHEMBL462192,2.02,CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)C(=O)N4CCCN(C)CC4)ncc2F,"InChI=1S/C24H30FN7O/c1-16(2)32-17(3)26-15-21(32)22-20(25)14-27-24(29-22)28-19-8-6-18(7-9-19)23(33)31-11-5-10-30(4)12-13-31/h6-9,14-16H,5,10-13H2,1-4H3,(H,27,28,29)",[C][C][Branch1][C][C][N][C][Branch1][C][C][=N][C][=C][Ring1][=Branch1][C][=N][C][Branch2][Ring1][N][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][N][Branch1][C][C][C][C][Ring1][Branch2][=N][C][=C][Ring2][Ring1][#Branch1][F],"[4-[[5-fluoro-4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-yl]amino]phenyl]-(4-methyl-1,4-diazepan-1-yl)methanone",medium,0,2
CHEMBL271013,3.12,C[C@H](CO)Nc1nc(SCc2ccccc2)nc3nc(N)sc13,"InChI=1S/C15H17N5OS2/c1-9(7-21)17-12-11-13(18-14(16)23-11)20-15(19-12)22-8-10-5-3-2-4-6-10/h2-6,9,21H,7-8H2,1H3,(H3,16,17,18,19,20)/t9-/m1/s1",[C][C@H1][Branch1][Ring1][C][O][N][C][=N][C][Branch1][O][S][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][N][=C][Branch1][C][N][S][C][Ring2][Ring1][C][=Ring1][=Branch1],"(2r)-2-[[2-amino-5-(phenylmethylsulfanyl)-[1,3]thiazolo[5,4-e]pyrimidin-7-yl]amino]propan-1-ol",large,1,3
CHEMBL24137,3.4,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCCN4CCOCC4,"InChI=1S/C22H24ClFN4O3/c1-29-20-12-16-19(13-21(20)31-8-2-5-28-6-9-30-10-7-28)25-14-26-22(16)27-18-4-3-15(23)11-17(18)24/h3-4,11-14H,2,5-10H2,1H3,(H,25,26,27)",[C][O][C][=C][C][=C][Branch1][=C][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][F][N][=C][N][=C][Ring1][#C][C][=C][Ring2][Ring1][Ring1][O][C][C][C][N][C][C][O][C][C][Ring1][=Branch1],n-(4-chloro-2-fluorophenyl)-6-methoxy-7-(3-morpholin-4-ylpropoxy)quinazolin-4-amine,very large,1,4
CHEMBL399510,0.54,CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,"InChI=1S/C14H22BrN3O2/c1-4-18(5-2)7-6-17-14(19)10-8-11(15)12(16)9-13(10)20-3/h8-9H,4-7,16H2,1-3H3,(H,17,19)",[C][C][N][Branch1][Ring1][C][C][C][C][N][C][=Branch1][C][=O][C][=C][C][Branch1][C][Br][=C][Branch1][C][N][C][=C][Ring1][Branch2][O][C],4-amino-5-bromo-n-(2-diethylaminoethyl)-2-methoxybenzamide,small,0,0
CHEMBL2086478,2.25,Cc1ccc(NC(=O)C=C)cc1,"InChI=1S/C10H11NO/c1-3-10(12)11-9-6-4-8(2)5-7-9/h3-7H,1H2,2H3,(H,11,12)",[C][C][=C][C][=C][Branch1][Branch2][N][C][=Branch1][C][=O][C][=C][C][=C][Ring1][O],n-(4-methylphenyl)prop-2-enamide,large,1,2
CHEMBL32800,-0.06,CC(Cc1ccc(O)cc1)NCC(O)c2cc(O)cc(O)c2,"InChI=1S/C17H21NO4/c1-11(6-12-2-4-14(19)5-3-12)18-10-17(22)13-7-15(20)9-16(21)8-13/h2-5,7-9,11,17-22H,6,10H2,1H3",[C][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][N][C][C][Branch1][C][O][C][=C][C][Branch1][C][O][=C][C][Branch1][C][O][=C][Ring1][Branch2],"5-[1-hydroxy-2-[1-(4-hydroxyphenyl)propan-2-ylamino]ethyl]benzene-1,3-diol",small,0,0
CHEMBL2,1.9,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)c4occc4,"InChI=1S/C19H21N5O4/c1-26-15-10-12-13(11-16(15)27-2)21-19(22-17(12)20)24-7-5-23(6-8-24)18(25)14-4-3-9-28-14/h3-4,9-11H,5-8H2,1-2H3,(H2,20,21,22)",[C][O][C][=C][C][=N][C][=Branch1][#C][=N][C][Branch1][C][N][=C][Ring1][#Branch1][C][=C][Ring1][O][O][C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C][O][C][=C][C][=Ring1][Branch1],"[4-(4-amino-6,7-dimethoxyquinazolin-2-yl)piperazin-1-yl]-furan-2-ylmethanone",medium,0,2
CHEMBL14642,2.51,CCCC(=O)C1(CCN(CC1)C(=O)[C@@H](Cc2ccc(OC)cc2)NC(=O)[C@@H](N)Cc3cncn3C)c4ccccc4,"InChI=1S/C32H41N5O4/c1-4-8-29(38)32(24-9-6-5-7-10-24)15-17-37(18-16-32)31(40)28(19-23-11-13-26(41-3)14-12-23)35-30(39)27(33)20-25-21-34-22-36(25)2/h5-7,9-14,21-22,27-28H,4,8,15-20,33H2,1-3H3,(H,35,39)/t27-,28+/m0/s1",[C][C][C][C][=Branch1][C][=O][C][Branch2][Ring2][S][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C@@H1][Branch1][=C][C][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][N][C][=Branch1][C][=O][C@@H1][Branch1][C][N][C][C][=C][N][=C][N][Ring1][Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1],(2s)-2-amino-n-[(2r)-1-(4-butanoyl-4-phenylpiperidin-1-yl)-3-(4-methoxyphenyl)-1-oxopropan-2-yl]-3-(3-methylimidazol-4-yl)propanamide,large,1,2
CHEMBL459236,3.89,CCN1C(=O)C=Cc2cc(COc3cc(F)cc(c3)C4(CCOCC4)OC)ccc12,"InChI=1S/C24H26FNO4/c1-3-26-22-6-4-17(12-18(22)5-7-23(26)27)16-30-21-14-19(13-20(25)15-21)24(28-2)8-10-29-11-9-24/h4-7,12-15H,3,8-11,16H2,1-2H3",[C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch2][Ring1][N][C][O][C][=C][C][Branch1][C][F][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][C][Branch1][Branch2][C][C][O][C][C][Ring1][=Branch1][O][C][=C][C][=C][Ring2][Ring1][N][Ring2][Ring1][#Branch1],1-ethyl-6-[[3-fluoro-5-(4-methoxyoxan-4-yl)phenoxy]methyl]quinolin-2-one,very large,1,4
CHEMBL448474,3.16,CC(=O)OCCn1c(Sc2nc3cccc(Cl)c3s2)nc4c(N)ncnc14,"InChI=1S/C16H13ClN6O2S2/c1-8(24)25-6-5-23-14-11(13(18)19-7-20-14)22-15(23)27-16-21-10-4-2-3-9(17)12(10)26-16/h2-4,7H,5-6H2,1H3,(H2,18,19,20)",[C][C][=Branch1][C][=O][O][C][C][N][C][Branch2][Ring1][C][S][C][=N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][S][Ring1][#Branch2][=N][C][=C][Branch1][C][N][N][=C][N][=C][Ring2][Ring1][Branch1][Ring1][#Branch1],"2-[6-amino-8-[(7-chloro-1,3-benzothiazol-2-yl)sulfanyl]purin-9-yl]ethyl acetate",large,1,3
CHEMBL564,2.56,CN(C)CCCN1c2ccccc2Sc3ccccc13,"InChI=1S/C17H20N2S/c1-18(2)12-7-13-19-14-8-3-5-10-16(14)20-17-11-6-4-9-15(17)19/h3-6,8-11H,7,12-13H2,1-2H3",[C][N][Branch1][C][C][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][C][=C][Ring1][=C][Ring1][=Branch1],"n,n-dimethyl-3-phenothiazin-10-ylpropan-1-amine",large,1,3
CHEMBL418226,1.7,CCc1cc(OCc2ccc(cc2)c3ccccc3c4nn[nH]n4)c5CCCCc5n1,"InChI=1S/C25H25N5O/c1-2-19-15-24(22-9-5-6-10-23(22)26-19)31-16-17-11-13-18(14-12-17)20-7-3-4-8-21(20)25-27-29-30-28-25/h3-4,7-8,11-15H,2,5-6,9-10,16H2,1H3,(H,27,28,29,30)",[C][C][C][=C][C][Branch2][Ring1][N][O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][=N][NH1][N][=Ring1][Branch1][=C][C][C][C][C][C][Ring1][=Branch1][=N][Ring2][Ring1][=N],"2-ethyl-4-[[4-[2-(2h-tetrazol-5-yl)phenyl]phenyl]methoxy]-5,6,7,8-tetrahydroquinoline",medium,0,1
CHEMBL290663,1.33,O=C(NCCCN1CCCCC1)C(c2ccccc2)c3ccccc3,"InChI=1S/C22H28N2O/c25-22(23-15-10-18-24-16-8-3-9-17-24)21(19-11-4-1-5-12-19)20-13-6-2-7-14-20/h1-2,4-7,11-14,21H,3,8-10,15-18H2,(H,23,25)",[O][=C][Branch1][=N][N][C][C][C][N][C][C][C][C][C][Ring1][=Branch1][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],"2,2-di(phenyl)-n-(3-piperidin-1-ylpropyl)acetamide",medium,0,1
CHEMBL224399,2.7,COc1cc(N2CCN(C)CC2)c3NC(=CC(=O)c3c1)C(=O)Nc4ccc(cc4)N5CCOCC5,"InChI=1S/C26H31N5O4/c1-29-7-9-31(10-8-29)23-16-20(34-2)15-21-24(32)17-22(28-25(21)23)26(33)27-18-3-5-19(6-4-18)30-11-13-35-14-12-30/h3-6,15-17H,7-14H2,1-2H3,(H,27,33)(H,28,32)",[C][O][C][=C][C][Branch1][N][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][=C][N][C][=Branch1][=N][=C][C][=Branch1][C][=O][C][Ring1][#Branch1][=C][Ring2][Ring1][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][C][O][C][C][Ring1][=Branch1],6-methoxy-8-(4-methylpiperazin-1-yl)-n-(4-morpholin-4-ylphenyl)-4-oxo-1h-quinoline-2-carboxamide,large,1,3
CHEMBL1831214,2.43,NC(=O)Nc1cc(sc1C(=O)N)c2ccccc2,"InChI=1S/C12H11N3O2S/c13-11(16)10-8(15-12(14)17)6-9(18-10)7-4-2-1-3-5-7/h1-6H,(H2,13,16)(H3,14,15,17)",[N][C][=Branch1][C][=O][N][C][C][=C][Branch1][#Branch2][S][C][=Ring1][Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1],3-(carbamoylamino)-5-phenylthiophene-2-carboxamide,large,1,2
CHEMBL114868,2.43,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NS(=O)(=O)c3cccc(NC(=O)C)c3)C(=O)C(F)(F)F,"InChI=1S/C27H27F3N4O6S/c1-16(2)24(25(37)27(28,29)30)32-23(36)15-34-22(18-8-5-4-6-9-18)13-12-21(26(34)38)33-41(39,40)20-11-7-10-19(14-20)31-17(3)35/h4-14,16,24,33H,15H2,1-3H3,(H,31,35)(H,32,36)",[C][C][Branch1][C][C][C][Branch2][Branch1][Ring2][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][=Branch1][=C][=C][C][=C][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][=C][Ring1][#Branch2][C][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],"n-[3-[[2-oxo-1-[2-oxo-2-[(1,1,1-trifluoro-4-methyl-2-oxopentan-3-yl)amino]ethyl]-6-phenylpyridin-3-yl]sulfamoyl]phenyl]acetamide",large,1,2
CHEMBL1314022,-0.91,CCN(c1ccccc1)c2cc(NC)[n+](C)c(C)n2,"InChI=1S/C15H20N4/c1-5-19(13-9-7-6-8-10-13)15-11-14(16-3)18(4)12(2)17-15/h6-11H,5H2,1-4H3/p+1",[C][C][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][Branch1][Ring1][N][C][=N+1][Branch1][C][C][C][Branch1][C][C][=N][Ring1][#Branch2],"n-ethyl-n',1,2-trimethyl-n-phenylpyrimidin-1-ium-4,6-diamine",very small,0,0
CHEMBL489514,2.3,Cc1csc(NC(=O)c2cc(Sc3nncn3C)ccc2N)n1,"InChI=1S/C14H14N6OS2/c1-8-6-22-13(17-8)18-12(21)10-5-9(3-4-11(10)15)23-14-19-16-7-20(14)2/h3-7H,15H2,1-2H3,(H,17,18,21)",[C][C][=C][S][C][Branch2][Ring1][#Branch2][N][C][=Branch1][C][=O][C][=C][C][Branch1][#Branch2][S][C][=N][N][=C][N][Ring1][Branch1][C][=C][C][=C][Ring1][=N][N][=N][Ring2][Ring1][=Branch1],"2-amino-n-(4-methyl-1,3-thiazol-2-yl)-5-[(4-methyl-1,2,4-triazol-3-yl)sulfanyl]benzamide",large,1,2
CHEMBL9967,-0.49,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc4cccnc24)CC1,"InChI=1S/C19H21N5O2/c1-22-9-11-23(12-10-22)13-17(25)24-16-7-3-2-5-14(16)19(26)21-15-6-4-8-20-18(15)24/h2-8H,9-13H2,1H3,(H,21,26)",[C][N][C][C][N][Branch2][Ring1][=C][C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][N][=C][Ring1][S][Ring1][=Branch1][C][C][Ring2][Ring1][=Branch2],"11-[2-(4-methylpiperazin-1-yl)acetyl]-5h-pyrido[2,3-b][1,4]benzodiazepin-6-one",very small,0,0
